5944,822bd575fda6b00465a906609cae4ff0
8047,b0d378af9a82caa9602c65274b7dc1fb
2745,aa5ee23efa51d0578210e815ebe1cd1a
5035,50d5d9078648ed5d235b14471b462b1e
2632,1b382bc5aba67dee0de331ff26bb2c19
7306,7a0b313f491a85f387ca5634bb1f726b
8558,8d93c29d544d58142d117b608ae076f2
4209,5094bba8d55880be2ac29b7f93f8e74d
7354,6b0c784b18f8ae448f7ae6bf86b75d29
2080,ad1e8f442e3d1f37563612113450d7be
3472,b7dfdd13b1747b1ecfe585a185f7b1f0
9325,2459f81e6090b9b74fddf82f312c4be3
7322,4ff0e1a0830023dbbc1b32f72c35f342
3064,f8b5efbaef355f876694bda2807f0e75
0039,2f6ef49ad88efe219ec469bdd101e6c8
2895,371eb6ca86a1dc2527cf5bb087c60311
8468,24618e83cc0e92ddd8fabf7d3637ab16
8832,048d3beac5afa8faff5712e0469adf32
4332,75610251afebb285a612a7293be4496d
4740,f817c5994f781befc59ce2d5568a4ca0
3754,033be11ca05e73f6b91e84a0de80b79d
2305,8e18b5267457d167b5a18b06aa2923a2
8604,15c8ad01004a50f0a03997748a14e999
5984,44a5add5d56179d527633d2d792f7f87
3509,a4b068eb217e6e4016e379e8f711e600
4345,7e42f8dbf8f66e35ffd0496bac663f03
2322,48370cbed9764fcc8550dc1d697022e5
7200,f2eaff638e10efef0efa03f834951adf
2494,cedb8114587785f1b9972281b1be84aa
7786,d32bdc58b8d9532e06409613dc1f2d35
3476,b5f91deb1c023b8f57ffa91336039b9b
6593,aa0334bea9e9046abc54ec9f6c36f8dc
2636,fadce1253ae4075221a884a7a584b23b
0358,0b859cdebaeae4167888dcd676f8d921
0653,b0d243bc499e8846fee6619a1441c6a6
8840,5378e1f3052f583e6df43ff549a10369
4440,3352f26eb2cdb93eb6a78f17aa611d23
4880,65995c21704102b91f9b491d1bbdd6a6
3332,a916c93b72d691d39c1459167b2d00df
7480,02313ff609d505de103633e8bb94b71f
2054,8aa75f1dd8e5ec643c58273337bbbd82
9999,3b764acee0a6a2237bccfd960539217b
4597,3496fa6212845cb1e278a4acda59455e
2902,00322f332b07277a8f5309b6559e922b
7856,c557d9a93b1e1a8cf8d34578798aa85f
7492,bf9f7329f288d160d2e98fd970a5610d
7738,03b56309a83c0e53a115a9ac3245d764
